name,fuel,seller_type,transmission,owner,owner_numeric,log_selling_price,log_km_driven,scaled_age
Chevrolet Beat Diesel,0,0,0,1,,11.695255355062795,11.002116507732017,0.21621621621621623
Maruti Alto K10 2010-2014 VXI,1,0,0,1,,12.206077645517674,11.156264806643742,0.21621621621621623
Maruti Alto LXi BSIII,1,0,0,2,,11.51293546492023,11.156264806643742,0.32432432432432434
Hyundai Grand i10 CRDi Asta,0,0,0,1,,12.765691290604371,11.156264806643742,0.16216216216216217
Maruti Alto LXi,1,0,0,1,,11.350418300109132,11.918397239722838,0.37837837837837845
Maruti Alto K10 VXI Optional,1,0,0,0,,12.896719202134523,9.210440366976517,0.02702702702702703
Hyundai Verna 1.6 CRDI,0,0,0,0,,13.270785106659046,10.933124826700707,0.16216216216216217
Datsun RediGO T Option,1,0,0,0,,12.577639650232573,10.308985993422082,0.08108108108108109
Hyundai Grand i10 Magna,1,0,0,1,,12.847929163278053,10.819798284210286,0.16216216216216217
Ford Figo Diesel EXI,0,0,0,0,,12.206077645517674,11.695255355062795,0.2702702702702703
Maruti Wagon R LXI CNG,3,0,0,0,,12.873904582205107,10.596659732783579,0.05405405405405406
Hyundai Grand i10 1.2 Kappa Asta,1,0,0,0,,13.122365377402328,10.221977646629885,0.08108108108108109
Maruti Ertiga VDI,0,0,0,0,,13.161586013632684,11.19822841866684,0.21621621621621623
Maruti Swift Dzire VDI,0,0,0,0,,13.384729180332174,11.225256725762893,0.08108108108108109
Renault KWID Climber 1.0 MT,1,0,0,0,,12.847929163278053,8.517393171418904,0.05405405405405406
Maruti Wagon R LXI LPG BSIV,2,0,0,0,,12.524530013005734,10.819798284210286,0.2702702702702703
Maruti Swift Dzire VDI,0,0,0,0,,13.161586013632684,11.156264806643742,0.13513513513513514
Maruti Swift Dzire VDI,0,0,0,0,,13.321215875492413,11.002116507732017,0.13513513513513514
Maruti Wagon R LXI,1,0,0,0,,11.350418300109132,11.608244735642321,0.4324324324324324
Renault Duster 85PS Diesel RxL Optional,0,0,0,0,,13.102162710901053,11.461642696843066,0.1891891891891892
Hyundai EON Era Plus,1,0,0,1,,12.345834587905333,10.434145214930487,0.13513513513513514
Hyundai Grand i10 Sportz,1,0,0,0,,12.926350926565435,10.12667110305036,0.13513513513513514
Maruti Eeco CNG 5 Seater AC BSIV,3,0,0,1,,12.799402253235032,11.695255355062795,0.02702702702702703
Toyota Etios Cross 1.4L GD,0,0,0,0,,13.217675375388819,10.34177474101152,0.16216216216216217
Maruti Wagon R LXI CNG,3,0,0,0,,13.038981768465277,11.156264806643742,0.05405405405405406
Maruti Ritz VXi (ABS) BS IV,1,0,0,0,,12.154784614286667,10.757924157061597,0.24324324324324326
Hyundai Santro Magna AMT BSIV,1,0,1,0,,13.120363378739663,8.517393171418904,0.02702702702702703
Maruti Eeco 7 Seater Standard BSIV,1,0,0,0,,12.788291058675025,10.691967639914864,0.05405405405405406
Toyota Etios Diesel TRD Sportivo,0,0,0,1,,12.535379989788607,11.695255355062795,0.21621621621621623
Fiat Grande Punto EVO 1.3 Active,0,0,0,0,,12.676079399771027,10.581419567289593,0.16216216216216217
Renault Fluence 1.5,0,0,0,1,,13.270785106659046,11.112462823634855,0.1891891891891892
Honda City VX CVT,1,0,1,0,,14.077875591662238,9.90353755128617,0.02702702702702703
Honda Amaze VX i-DTEC,0,0,0,0,,13.623139877437296,10.596659732783579,0.05405405405405406
Toyota Corolla AE,1,0,0,1,,12.04355959836804,11.695255355062795,0.4324324324324324
Toyota Fortuner 4x4 MT,0,0,0,1,,14.346139397261565,11.289794413577894,0.16216216216216217
Hyundai Santro Sportz BSIV,1,0,0,0,,13.102162710901053,8.853808274977197,0.05405405405405406
Mahindra XUV500 W4,0,0,0,0,,13.864301674514206,9.61587214452889,0.05405405405405406
Chevrolet Beat LT,1,0,0,0,,12.25486757159303,10.819798284210286,0.10810810810810811
Mahindra Scorpio Intelli Hybrid S10,0,0,0,0,,14.038654909278163,10.308985993422082,0.10810810810810811
Maruti Swift VDI,0,0,0,1,,12.676079399771027,11.695255355062795,0.21621621621621623
Chevrolet Optra Magnum 2.0 LT,0,0,0,0,,12.899222326086994,11.06665398721974,0.21621621621621623
Maruti Ritz VDi,0,0,0,0,,12.676079399771027,11.695255355062795,0.1891891891891892
Toyota Corolla Altis Diesel D4DG,0,0,0,0,,13.304686600863562,11.350418300109132,0.21621621621621623
Maruti Alto K10 2010-2014 VXI,1,0,0,0,,12.524530013005734,10.819798284210286,0.21621621621621623
Maruti Alto LXi,1,0,0,1,,12.04355959836804,10.985309671896763,0.2972972972972973
Chevrolet Beat Diesel LT,0,0,0,0,,11.951186847493476,11.49273296168228,0.21621621621621623
Tata Indica Vista Quadrajet LS,0,0,0,0,,12.388398368982115,11.156264806643742,0.21621621621621623
Tata Indica Vista Quadrajet LS,0,0,0,0,,12.388398368982115,11.156264806643742,0.21621621621621623
Maruti Swift VDI BSIV,0,0,0,1,,12.676079399771027,11.695255355062795,0.24324324324324326
Renault Duster 85PS Diesel RxL Plus,0,0,0,1,,13.3374763699232,11.849404844423074,0.13513513513513514
Hyundai Grand i10 1.2 Kappa Sportz Option,1,0,0,0,,13.180634172318978,10.819798284210286,0.08108108108108109
Toyota Etios Liva VD,0,0,0,0,,13.217675375388819,10.596659732783579,0.13513513513513514
Honda City i DTEC SV,0,0,0,0,,13.304686600863562,11.407576060361786,0.16216216216216217
Mahindra XUV500 W4,0,0,0,2,,13.38318953651709,11.669937760751914,0.16216216216216217
Honda City i DTEC SV,0,0,0,0,,13.345508528717259,11.407576060361786,0.16216216216216217
Chevrolet Spark 1.0 PS,1,0,0,0,,11.736077016252437,11.156264806643742,0.2702702702702703
Chevrolet Tavera Neo 3 LS 9 Str BSIII,0,0,0,1,,12.628070334272698,12.345838935721968,0.2972972972972973
Maruti SX4 ZXI MT BSIV Leather,1,0,0,1,,12.560247968016562,11.951186847493476,0.2702702702702703
Tata Xenon XT EX 4X4,0,0,0,1,,13.304686600863562,11.002116507732017,0.13513513513513514
Mahindra KUV 100 mFALCON G80 K8,1,0,0,0,,12.962196972666593,11.608244735642321,0.10810810810810811
Tata Indica Vista Terra 1.4 TDI,0,0,0,0,,12.100717685412471,11.695255355062795,0.2702702702702703
Hyundai Verna 1.6 VGT CRDi,0,0,0,1,,12.899222326086994,11.51293546492023,0.24324324324324326
Chevrolet Beat LS,1,0,0,1,,11.695255355062795,10.596659732783579,0.2702702702702703
Tata Manza Aura (ABS) Quadrajet BS IV,0,0,0,1,,12.611541086966115,11.608244735642321,0.21621621621621623
Maruti Alto K10 2010-2014 VXI,1,0,0,1,,12.154784614286667,11.434974734252892,0.24324324324324326
Maruti Alto 800 LXI,1,0,0,0,,12.644330802262578,9.90353755128617,0.08108108108108109
Renault KWID RXL,1,0,0,0,,12.847929163278053,9.61587214452889,0.02702702702702703
Mahindra Bolero Power Plus ZLX,0,0,0,0,,13.51440681653079,9.546884034617925,0.02702702702702703
Datsun RediGO T Option,1,0,0,0,,12.468440756144114,10.463131911491967,0.10810810810810811
Maruti Alto K10 VXI,1,0,0,1,,12.676079399771027,10.373522431293592,0.08108108108108109
Maruti Wagon R LXI CNG,3,0,0,0,,12.259618151783465,11.407576060361786,0.1891891891891892
Maruti Swift Dzire VXI 1.2 BS IV,1,0,0,0,,13.384729180332174,10.463131911491967,0.05405405405405406
Maruti Swift Dzire VDI,0,0,0,1,,13.386266457287837,10.389026137075234,0.08108108108108109
Maruti Alto K10 VXI AGS,1,0,1,0,,12.847929163278053,9.546884034617925,0.02702702702702703
Chevrolet Beat Diesel LT,0,0,0,2,,11.982935344196433,11.156264806643742,0.16216216216216217
Hyundai Verna VTVT 1.6 AT SX Option,1,0,1,0,,14.054528245836039,9.90353755128617,0.02702702702702703
Maruti Wagon R Duo Lxi,2,0,0,0,,12.611541086966115,12.611541086966115,0.24324324324324326
Maruti Swift VDI Optional,0,0,0,0,,12.91164481522143,11.51293546492023,0.13513513513513514
Mahindra XUV500 W8 2WD,0,0,0,0,,13.652992804936396,11.079076314320059,0.13513513513513514
Mahindra Bolero Power Plus ZLX,0,0,0,0,,13.429849547739444,11.407576060361786,0.08108108108108109
Hyundai Xcent 1.2 Kappa SX Option,1,0,0,0,,12.96453929221076,11.289794413577894,0.16216216216216217
Hyundai Verna 1.4 CRDi,0,0,0,0,,13.171155446333852,12.421188057397055,0.13513513513513514
Toyota Innova 2.5 VX (Diesel) 7 Seater,0,0,0,1,,13.835313185260453,11.002116507732017,0.16216216216216217
Toyota Innova 2.5 G2,0,0,0,0,,12.409017571151187,11.695255355062795,0.40540540540540543
Hyundai Elantra CRDi SX,0,0,0,0,,13.676248490630767,11.695255355062795,0.13513513513513514
Maruti Wagon R Duo Lxi,2,0,0,0,,11.982935344196433,11.104129816765608,0.2702702702702703
Maruti Vitara Brezza VDi Option,0,0,0,0,,13.45883704259595,11.362114203075018,0.10810810810810811
Nissan Sunny Diesel XV,0,0,0,0,,12.611541086966115,11.407576060361786,0.21621621621621623
Honda Civic 1.8 S AT,1,0,1,0,,12.07254696717504,12.294376520218007,0.35135135135135137
Toyota Innova 2.5 VX 8 STR,0,0,0,0,,13.774689605110144,11.938199736300925,0.21621621621621623
Mahindra Thar CRDe AC,0,0,0,1,,13.171155446333852,11.156264806643742,0.16216216216216217
Hyundai Grand i10 CRDi Sportz,0,0,0,0,,12.75130259456002,11.002116507732017,0.13513513513513514
Honda Amaze S i-Vtech,1,0,0,0,,12.873904582205107,10.819798284210286,0.13513513513513514
Datsun GO T Option BSIV,1,0,0,0,,12.524530013005734,9.90353755128617,0.13513513513513514
Chevrolet Sail 1.2 LS ABS,1,0,0,0,,12.644330802262578,10.463131911491967,0.16216216216216217
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,1,0,0,0,,13.122365377402328,9.90353755128617,0.08108108108108109
Chevrolet Sail Hatchback LT ABS,0,0,0,0,,12.206077645517674,11.156264806643742,0.1891891891891892
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,0,0,0,0,,13.384729180332174,10.87806606028079,0.05405405405405406
Honda City i-DTEC VX,0,0,0,0,,13.846040732930732,11.002116507732017,0.05405405405405406
Hyundai EON 1.0 Era Plus,1,0,0,0,,12.706850963741102,11.156264806643742,0.05405405405405406
Hyundai Santro Era,1,0,0,0,,12.896719202134523,8.294299608857235,0.02702702702702703
Hyundai i10 Magna,1,0,0,0,,12.429220196836383,11.542493975902508,0.21621621621621623
Hyundai Grand i10 1.2 CRDi Sportz Option,0,0,0,0,,13.304686600863562,9.90353755128617,0.08108108108108109
Maruti Swift VDI,0,0,0,0,,12.834683971615659,11.251573687764477,0.1891891891891892
Volkswagen Vento Diesel Highline,0,0,0,0,,12.834683971615659,11.407576060361786,0.21621621621621623
Hyundai Verna 1.6 CRDi EX MT,0,0,0,1,,13.005831808336863,11.375799046548751,0.1891891891891892
Maruti Wagon R LXI,1,0,0,1,,10.915106645867503,12.025755079404917,0.4594594594594595
Hyundai i20 2015-2017 Asta 1.4 CRDi,0,0,0,0,,13.322853874813605,11.251573687764477,0.10810810810810811
Hyundai Verna 1.4 CRDi,0,0,0,1,,13.038981768465277,11.608244735642321,0.16216216216216217
Ford Fiesta EXi 1.4 TDCi Ltd,0,0,0,1,,12.524530013005734,11.695255355062795,0.24324324324324326
Hyundai Santro Xing GLS CNG,3,0,0,0,,12.128116509451258,12.04355959836804,0.24324324324324326
Hyundai Verna 1.6 SX,0,0,0,1,,12.873904582205107,11.51293546492023,0.21621621621621623
Chevrolet Spark 1.0 LT,1,0,0,1,,11.184435286790631,10.596659732783579,0.35135135135135137
Tata Indica V2 DL BSIII,0,0,0,0,,11.407576060361786,10.819798284210286,0.35135135135135137
Toyota Etios GD,0,0,0,0,,13.122365377402328,11.736077016252437,0.13513513513513514
Maruti Wagon R LXI CNG,3,0,0,0,,12.206077645517674,11.827743504053695,0.24324324324324326
Mahindra XUV500 W9 BSIV,0,0,0,0,,14.269766465162304,9.798182590890704,0.02702702702702703
Hyundai Grand i10 Sportz,1,0,0,0,,13.144126826131089,10.308985993422082,0.13513513513513514
Fiat Grande Punto 1.4 Emotion,1,0,0,0,,11.918397239722838,10.915106645867503,0.2972972972972973
Toyota Innova Crysta 2.7 GX AT 8 STR,1,0,1,0,,14.220976332738882,10.596659732783579,0.0
Maruti Alto 800 LXI,1,0,0,1,,12.128116509451258,11.289794413577894,0.1891891891891892
Maruti Baleno Delta 1.2,1,0,0,0,,13.217675375388819,10.308985993422082,0.05405405405405406
Maruti Alto K10 VXI,1,0,0,0,,12.691583538230217,8.178919332848396,0.08108108108108109
Maruti Swift Dzire VDI Optional,0,0,0,0,,13.171155446333852,11.289794413577894,0.13513513513513514
Force One SX ABS 7 Seating,0,0,0,0,,13.864301674514206,9.472781556562168,0.05405405405405406
Tata Indigo CS eVX,0,0,0,0,,12.611541086966115,11.695255355062795,0.21621621621621623
Chevrolet Beat LT,1,0,0,0,,11.695255355062795,11.407576060361786,0.24324324324324326
Jaguar XE 2016-2019 2.0L Diesel Prestige,0,1,1,0,,14.78059183496017,9.105090961257085,0.08108108108108109
Lexus ES 300h,1,1,1,0,,15.454507466814658,9.90353755128617,0.02702702702702703
Jaguar XF 2.0 Diesel Portfolio,0,1,1,0,,14.978661680269907,10.714439990727769,0.08108108108108109
Tata Safari Storme EX,0,0,0,0,,13.12834743715147,11.608244735642321,0.13513513513513514
Volvo XC40 D4 Inscription BSIV,0,0,1,0,,15.150511887854474,9.90353755128617,0.02702702702702703
Toyota Camry 2.5 Hybrid,1,2,1,0,,14.508658238524095,11.128585638477013,0.10810810810810811
Maruti Wagon R LXI,1,2,0,0,,12.323860125621126,10.97411180466407,0.1891891891891892
Maruti Baleno Alpha 1.3,0,1,0,0,,13.51440681653079,10.566639335560673,0.05405405405405406
Honda Jazz VX,1,2,0,0,,13.217675375388819,10.941907417643346,0.10810810810810811
Toyota Innova 2.5 VX (Diesel) 7 Seater,0,2,0,1,,13.527829818844937,11.281359040644935,0.1891891891891892
Maruti Swift AMT VVT VXI,1,2,1,0,,13.384729180332174,8.634442751466477,0.02702702702702703
Toyota Etios VX,1,2,0,0,,13.345508528717259,10.147961974552167,0.08108108108108109
Maruti Swift AMT ZXI,1,1,1,0,,13.304686600863562,11.153102714740765,0.05405405405405406
Hyundai Grand i10 1.2 CRDi Sportz,0,1,0,0,,13.017005083966255,10.93828994344506,0.08108108108108109
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.501909696719672,8.922791623969637,0.02702702702702703
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.520258832020865,9.04793908261736,0.02702702702702703
Honda Amaze V CVT Petrol BSIV,1,2,1,0,,13.565767608549109,8.858368636308018,0.02702702702702703
Skoda Rapid 1.6 MPI AT Elegance,1,1,1,0,,13.377007146164305,9.305741456739435,0.10810810810810811
Volvo V40 D3 R-Design,0,1,1,0,,14.72175135802525,7.601402334583733,0.05405405405405406
Hyundai Santro Xing GLS,1,0,0,2,,12.04355959836804,10.819798284210286,0.24324324324324326
Tata Indigo CS eLX BS IV,0,0,0,0,,12.676079399771027,10.645448706505872,0.2702702702702703
Maruti Celerio ZXI AT,1,0,1,0,,12.765691290604371,9.741027444837728,0.10810810810810811
Maruti Swift AMT VXI,1,0,1,0,,13.122365377402328,10.596659732783579,0.05405405405405406
Tata Indigo LS,0,0,0,1,,11.813037464800539,11.827743504053695,0.2972972972972973
Renault KWID RXL,1,0,0,0,,12.73670383776449,9.90353755128617,0.05405405405405406
Hyundai Grand i10 Sportz,1,0,0,1,,12.706850963741102,11.156264806643742,0.0
Maruti SX4 Vxi BSIV,1,0,0,1,,12.765691290604371,10.794604055861562,0.24324324324324326
Toyota Fortuner 4x2 AT,0,0,1,1,,14.430696737594902,10.308985993422082,0.13513513513513514
Hyundai Xcent 1.1 CRDi SX,0,0,0,0,,12.899222326086994,11.608244735642321,0.10810810810810811
Ford Fiesta Classic 1.4 Duratorq CLXI,0,1,0,0,,12.691583538230217,11.293811284825649,0.16216216216216217
Mahindra Scorpio 1.99 S4,0,0,0,0,,13.815511557963774,10.463131911491967,0.13513513513513514
Mahindra Scorpio S2 7 Seater,0,0,0,0,,13.652992804936396,11.608244735642321,0.08108108108108109
Maruti SX4 ZDI Leather,0,0,0,1,,12.765691290604371,11.156264806643742,0.21621621621621623
Jaguar XE 2016-2019 2.0L Diesel Prestige,0,1,1,0,,14.78059183496017,9.105090961257085,0.08108108108108109
Lexus ES 300h,1,1,1,0,,15.454507466814658,9.90353755128617,0.02702702702702703
Jaguar XF 2.0 Diesel Portfolio,0,1,1,0,,14.978661680269907,10.714439990727769,0.08108108108108109
Tata Safari Storme EX,0,0,0,0,,13.12834743715147,11.608244735642321,0.13513513513513514
Volvo XC40 D4 Inscription BSIV,0,0,1,0,,15.150511887854474,9.90353755128617,0.02702702702702703
Toyota Camry 2.5 Hybrid,1,2,1,0,,14.508658238524095,11.128585638477013,0.10810810810810811
Maruti Wagon R LXI,1,2,0,0,,12.323860125621126,10.97411180466407,0.1891891891891892
Maruti Baleno Alpha 1.3,0,1,0,0,,13.51440681653079,10.566639335560673,0.05405405405405406
Honda Jazz VX,1,2,0,0,,13.217675375388819,10.941907417643346,0.10810810810810811
Toyota Innova 2.5 VX (Diesel) 7 Seater,0,2,0,1,,13.527829818844937,11.281359040644935,0.1891891891891892
Maruti Swift AMT VVT VXI,1,2,1,0,,13.384729180332174,8.634442751466477,0.02702702702702703
Toyota Etios VX,1,2,0,0,,13.345508528717259,10.147961974552167,0.08108108108108109
Maruti Swift AMT ZXI,1,1,1,0,,13.304686600863562,11.153102714740765,0.05405405405405406
Hyundai Grand i10 1.2 CRDi Sportz,0,1,0,0,,13.017005083966255,10.93828994344506,0.08108108108108109
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.501909696719672,8.922791623969637,0.02702702702702703
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.520258832020865,9.04793908261736,0.02702702702702703
Honda Amaze V CVT Petrol BSIV,1,2,1,0,,13.565767608549109,8.858368636308018,0.02702702702702703
Skoda Rapid 1.6 MPI AT Elegance,1,1,1,0,,13.377007146164305,9.305741456739435,0.10810810810810811
Volvo V40 D3 R-Design,0,1,1,0,,14.72175135802525,7.601402334583733,0.05405405405405406
Toyota Etios GD,0,0,0,0,,13.122365377402328,11.407576060361786,0.21621621621621623
Honda Mobilio RS i DTEC,0,0,0,1,,13.217675375388819,11.695255355062795,0.13513513513513514
Tata Safari Storme VX,0,0,0,0,,13.73755009757506,11.002116507732017,0.13513513513513514
Mahindra Scorpio VLX AT AIRBAG BSIV,0,0,1,1,,13.142166004700508,11.48247656671073,0.2702702702702703
Mahindra Xylo D2,0,0,0,1,,12.429220196836383,11.51293546492023,0.24324324324324326
Hyundai i20 Active 1.2 SX,1,0,0,0,,13.122365377402328,10.491301994830229,0.13513513513513514
Hyundai Creta 1.4 CRDi S,0,0,0,0,,13.864301674514206,10.203629181337648,0.02702702702702703
Maruti Swift Dzire VDI,0,0,0,0,,13.102162710901053,10.819798284210286,0.16216216216216217
Maruti Eeco 5 Seater AC BSIV,1,0,0,0,,12.936036208848487,9.61587214452889,0.0
Maruti Alto 800 LXI Anniversary Edition,1,0,0,1,,12.154784614286667,11.002116507732017,0.1891891891891892
Maruti Swift Dzire VDI,0,0,0,0,,13.429849547739444,11.695255355062795,0.05405405405405406
Maruti Alto 800 LXI Airbag,1,0,0,1,,12.154784614286667,11.002116507732017,0.1891891891891892
Mahindra Scorpio 2009-2014 SLE 7S BSIV,0,0,0,0,,13.079457964073546,12.06105265381003,0.1891891891891892
Maruti Alto 800 LXI,1,0,0,1,,12.506180941677357,11.002116507732017,0.10810810810810811
Hyundai i10 Era,1,0,0,2,,12.04355959836804,11.156264806643742,0.32432432432432434
Maruti Ciaz 1.4 Alpha,1,0,0,0,,13.546324377048325,10.12667110305036,0.05405405405405406
Mahindra Bolero 2011-2019 SLE,0,0,0,0,,13.47302165746721,10.308985993422082,0.02702702702702703
Maruti Alto 800 VXI,1,0,0,0,,12.644330802262578,10.463131911491967,0.08108108108108109
Mahindra Bolero Power Plus SLX,0,0,0,1,,13.3374763699232,11.51293546492023,0.08108108108108109
Hyundai EON Sportz,1,0,0,1,,12.54254845357358,10.34177474101152,0.08108108108108109
Toyota Fortuner 4x2 AT,0,0,1,1,,14.220976332738882,11.289794413577894,0.13513513513513514
Hyundai Grand i10 Asta Option,1,0,0,0,,13.017005083966255,10.596659732783579,0.10810810810810811
Mercedes-Benz GLA Class 200 D Sport Edition,0,0,1,1,,14.603513724288955,9.210440366976517,0.08108108108108109
Mercedes-Benz M-Class ML 350 CDI,0,0,1,0,,15.096444681204078,10.819798284210286,0.1891891891891892
Ford Fiesta Classic 1.6 SXI Duratec,1,0,0,1,,12.560247968016562,11.002116507732017,0.32432432432432434
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,0,0,0,1,,13.049794835104816,12.25486757159303,0.35135135135135137
BMW 3 Series 320d Highline,0,0,1,1,,13.910821646859095,11.002116507732017,0.2972972972972973
Volkswagen Vento Diesel Highline,0,0,0,1,,12.765691290604371,11.608244735642321,0.24324324324324326
Maruti Ertiga BSIV LXI,1,0,0,0,,13.304686600863562,10.463131911491967,0.08108108108108109
Maruti Baleno Delta 1.2,1,0,0,0,,13.25339339419516,10.463131911491967,0.08108108108108109
Maruti Alto K10 VXI,1,0,0,0,,12.691583538230217,9.90353755128617,0.10810810810810811
Mahindra XUV500 AT W6 1.99 mHawk,0,0,1,0,,13.790193775620484,10.896757843893464,0.10810810810810811
Hyundai i20 2015-2017 Sportz Option 1.2,1,0,0,0,,13.081543466215237,11.002116507732017,0.13513513513513514
Maruti Alto 800 Base,1,0,0,0,,12.128116509451258,9.239996256883693,0.16216216216216217
Hyundai Creta 1.6 CRDi AT SX Plus,0,0,1,0,,13.864301674514206,10.819798284210286,0.13513513513513514
Maruti Baleno Alpha,1,0,0,0,,13.541075028051122,8.006700845440367,0.02702702702702703
Volkswagen Polo 2015-2019 1.0 MPI Trendline,1,0,0,0,,13.25339339419516,8.517393171418904,0.02702702702702703
Ford Fiesta 1.6 SXI ABS Duratec,1,0,0,0,,11.775297421715827,11.884495917930655,0.37837837837837845
Maruti Baleno Alpha 1.2,1,0,0,0,,13.45883704259595,9.472781556562168,0.05405405405405406
Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,1,0,1,0,,13.560619598657233,10.308985993422082,0.13513513513513514
BMW 7 Series 730Ld,0,0,1,1,,13.527829818844937,11.002116507732017,0.35135135135135137
Chevrolet Spark 1.0 LS,1,0,0,1,,11.849404844423074,11.51293546492023,0.2702702702702703
Maruti Alto 800 Base,1,0,0,0,,12.301387370778713,10.596659732783579,0.10810810810810811
Hyundai Santro Xing (Non-AC),1,0,0,0,,12.122696471358964,9.61587214452889,0.1891891891891892
Toyota Qualis GS G1,0,0,0,3,,12.25486757159303,12.524530013005734,0.48648648648648657
Hyundai i20 2015-2017 Sportz 1.2,1,0,0,1,,12.994532278619134,10.819798284210286,0.08108108108108109
Hyundai i20 Active 1.4 SX,0,0,0,0,,13.384729180332174,11.289794413577894,0.08108108108108109
Mahindra TUV 300 T8 AMT,0,0,1,0,,13.399996629152975,10.819798284210286,0.08108108108108109
Maruti Eeco CNG 5 Seater AC BSIV,3,0,0,0,,12.847929163278053,10.308985993422082,0.08108108108108109
Toyota Corolla Altis Diesel D4DG,0,0,0,1,,12.936036208848487,11.736077016252437,0.21621621621621623
Hyundai i10 Magna 1.1L,1,0,0,0,,12.323860125621126,11.608244735642321,0.21621621621621623
Maruti Ertiga VDI,0,0,0,1,,13.304686600863562,10.308985993422082,0.1891891891891892
Maruti Ertiga ZDI,0,0,0,1,,13.3374763699232,11.904974309480183,0.16216216216216217
Mahindra TUV 300 T6 Plus,0,0,0,0,,13.527829818844937,10.463131911491967,0.10810810810810811
Hyundai Grand i10 Magna,1,0,0,1,,12.899222326086994,11.289794413577894,0.10810810810810811
Maruti Wagon R LX,1,0,0,0,,11.608244735642321,11.608244735642321,0.40540540540540543
Tata Indica Vista TDI LS,0,0,0,1,,11.686887175419702,11.461642696843066,0.21621621621621623
Honda Amaze S i-Dtech,0,0,0,0,,13.304686600863562,10.12667110305036,0.13513513513513514
Maruti Zen Estilo LXI Green (CNG),3,0,0,0,,12.206077645517674,11.289794413577894,0.24324324324324326
Tata Zest Quadrajet 1.3 XMS,0,0,0,1,,12.54254845357358,11.002116507732017,0.16216216216216217
Skoda Rapid 1.6 MPI Ambition,1,0,0,0,,12.834683971615659,11.51293546492023,0.1891891891891892
Datsun GO Plus T Option BSIV,1,0,0,0,,12.765691290604371,10.819798284210286,0.10810810810810811
Hyundai Xcent 1.2 CRDi SX Option,0,0,0,0,,13.3374763699232,10.34177474101152,0.08108108108108109
Maruti Swift Dzire VDI,0,0,0,0,,13.25339339419516,11.695255355062795,0.08108108108108109
Maruti Swift Dzire VDi,0,0,0,1,,12.577639650232573,11.561725152903833,0.21621621621621623
Maruti Ertiga SHVS ZDI Plus,0,0,0,0,,13.47442911525415,11.695255355062795,0.10810810810810811
Maruti Swift VDI,0,0,0,0,,12.821260987319457,11.002116507732017,0.21621621621621623
Maruti Dzire LXI,1,0,0,0,,13.217675375388819,9.61587214452889,0.0
Maruti Swift VXI,1,0,0,1,,12.691583538230217,11.918397239722838,0.1891891891891892
Honda Amaze VX Diesel BSIV,0,0,0,0,,13.415034483903348,11.440365524765756,0.05405405405405406
Hyundai i10 Magna 1.1L,1,0,0,1,,12.861001210669146,10.645448706505872,0.08108108108108109
Hyundai Santro Xing GLS,1,0,0,1,,11.652687407345388,11.289794413577894,0.32432432432432434
Hyundai Santro Xing GLS,1,0,0,0,,12.206077645517674,11.407576060361786,0.2702702702702703
Maruti Vitara Brezza VDi AMT,0,0,1,0,,13.664688831019712,8.77971129020447,0.02702702702702703
Maruti Baleno Delta 1.3,0,0,0,0,,13.304686600863562,11.002116507732017,0.05405405405405406
Maruti Alto K10 VXI,1,0,0,0,,12.487488878546145,11.608244735642321,0.10810810810810811
Tata Indica V2 Emax CNG GLX,3,0,0,1,,11.951186847493476,11.002116507732017,0.13513513513513514
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,0,0,0,0,,13.710151153416941,11.002116507732017,0.02702702702702703
Maruti Ertiga VDI,0,0,0,2,,13.384729180332174,12.04355959836804,0.1891891891891892
Maruti 800 EX,1,0,0,1,,11.156264806643742,12.301387370778713,0.4324324324324324
Maruti Alto 800 LXI,1,0,0,0,,12.100717685412471,11.289794413577894,0.21621621621621623
Hyundai EON Magna Plus,1,0,0,0,,12.206077645517674,10.950824090522445,0.1891891891891892
Hyundai i10 Magna 1.1L,1,0,0,0,,12.611541086966115,11.51293546492023,0.16216216216216217
Hyundai Verna 1.6 VTVT S,1,0,0,0,,13.384729180332174,10.596659732783579,0.13513513513513514
Maruti Alto 800 LXI,1,0,0,0,,12.495007682693725,10.596659732783579,0.16216216216216217
Maruti Wagon R LXI CNG,3,0,0,0,,13.017005083966255,10.819798284210286,0.05405405405405406
Hyundai Grand i10 Sportz,1,0,0,1,,12.899222326086994,11.407576060361786,0.16216216216216217
Mahindra Xylo D4 BSIV,0,0,0,0,,12.644330802262578,11.362114203075018,0.21621621621621623
Tata Nano Cx,1,0,0,0,,11.156264806643742,9.61587214452889,0.2972972972972973
Mahindra Bolero 2011-2019 EX AC,0,0,0,1,,13.42246945133505,11.156264806643742,0.08108108108108109
Ford Classic 1.6 Duratec Titanium,1,0,0,0,,12.765691290604371,11.695255355062795,0.1891891891891892
Maruti Alto K10 VXI,1,0,0,1,,12.388398368982115,11.289794413577894,0.16216216216216217
